SourceFile,ArtworkSourceInvURL,ArtworkSourceInventoryNo,ArtworkDateCreated,ArtworkSource,ArtworkCopyrghtNotice,ArtworkCreator,ArtworkTitle,LicensorName,LicensorStreetAddress,LicensorCity,LicensorPostalCode,LicensorCountry,LicensorTelephone1,LicensorTelephoneType1,LicensorEmail,LicensorURL,CopyrightFlag,Description,IntellectualGenre,Label,OriginalDocumentID,Source,Subject,UsageTerms,Webstatement
0000_GRO0524_I kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0524_I,0000.GRO0524.I,circa 1701 - circa 1800,Musea Brugge - Groeningemuseum,Public domain,"Anonieme meester, Zuidelijke Nederlanden, 18de eeuw",Heilige Drievuldigheid,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Heilige Drievuldigheid (Anonieme meester, Zuidelijke Nederlanden, 18de eeuw, circa 1701 - circa 1800); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Heilige Drievuldigheid,http://groeningemuseum.be/collection/work/id/0000_GRO0524_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Anonieme meester, Zuidelijke Nederlanden, 18de eeuw, Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040067000 kopie.jpg,http://groeningemuseum.be/collection/work/id/1982_GRO0017_I,1982.GRO0017.I,1952,Musea Brugge - Groeningemuseum,Public domain,"Wolvens, Henri Victor",Strand in Koksijde,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Strand in Koksijde (Henri Victor Wolvens, 1952); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Strand in Koksijde,http://groeningemuseum.be/collection/work/id/1982_GRO0017_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Henri Victor Wolvens (http://viaf.org/viaf/37067693), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040068000 kopie.jpg,http://groeningemuseum.be/collection/work/id/1985_GRO0040_XI,1985.GRO0040.XI,1913,Musea Brugge - Groeningemuseum,Public domain,"Wouters, Rik",Huiselijke zorgen,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Huiselijke zorgen (Rik Wouters, 1913); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Huiselijke zorgen,http://groeningemuseum.be/collection/work/id/1985_GRO0040_XI,http://www.lukasweb.be/,"brons (beeldhouwwerk) (http://vocab.getty.edu/aat/300047333), Rik Wouters (http://viaf.org/viaf/19851793), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040069000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO1356_I,0000.GRO1356.I,1778,Musea Brugge - Groeningemuseum,Public domain,"Garemijn, Jan Anton",Het vieruurtje,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Het vieruurtje (Jan Anton Garemijn, 1778); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Het vieruurtje,http://groeningemuseum.be/collection/work/id/0000_GRO1356_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Jan Anton Garemijn (http://viaf.org/viaf/13415332), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040070000 kopie.jpg,http://groeningemuseum.be/collection/work/id/1999_GRO0018_I,1999.GRO0018.I,1789,Musea Brugge - Groeningemuseum,Public domain,"Garemijn, Jan Anton","Don Lorenzo Bellavita, famoza dentista",Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Don Lorenzo Bellavita, famoza dentista (Jan Anton Garemijn, 1789); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,"Don Lorenzo Bellavita, famoza dentista",http://groeningemuseum.be/collection/work/id/1999_GRO0018_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Jan Anton Garemijn (http://viaf.org/viaf/13415332), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040071000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0067_I-0068_I,0000.GRO0067.I-0068.I,1753,Musea Brugge - Groeningemuseum,Public domain,"Garemijn, Jan Anton",Het graven van de Gentse vaart,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Het graven van de Gentse vaart (Jan Anton Garemijn, 1753); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Het graven van de Gentse vaart,http://groeningemuseum.be/collection/work/id/0000_GRO0067_I-0068_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Jan Anton Garemijn (http://viaf.org/viaf/13415332), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040072000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0136_I,0000.GRO0136.I,1793,Musea Brugge - Groeningemuseum,Public domain,"Suvée, Joseph Benoît",Portret van Jean Rameau,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Portret van Jean Rameau (Joseph Benoît Suvée, 1793); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Portret van Jean Rameau,http://groeningemuseum.be/collection/work/id/0000_GRO0136_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Joseph Benoît Suvée (http://viaf.org/viaf/58829), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040073000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO1244_I,0000.GRO1244.I,circa 1827 - circa 1828,Musea Brugge - Groeningemuseum,Public domain,"Kinsoen, Franciscus Josephus",Portret van juffrouw Kinsoen,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Portret van juffrouw Kinsoen (Franciscus Josephus Kinsoen, circa 1827 - circa 1828); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Portret van juffrouw Kinsoen,http://groeningemuseum.be/collection/work/id/0000_GRO1244_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Franciscus Josephus Kinsoen (http://viaf.org/viaf/55046840), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040074000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0081_I,0000.GRO0081.I,circa 1835,Musea Brugge - Groeningemuseum,Public domain,"Kinsoen, Franciscus Josephus",Portret van Marie Joséphine Lafont-Porcher,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Portret van Marie Joséphine Lafont-Porcher (Franciscus Josephus Kinsoen, circa 1835); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Portret van Marie Joséphine Lafont-Porcher,http://groeningemuseum.be/collection/work/id/0000_GRO0081_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Franciscus Josephus Kinsoen (http://viaf.org/viaf/55046840), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040075000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0080_I,0000.GRO0080.I,circa 1830,Musea Brugge - Groeningemuseum,Public domain,"Kinsoen, Franciscus Josephus",Portret van Joséphine Victoire Meslier-Duvey,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Portret van Joséphine Victoire Meslier-Duvey (Franciscus Josephus Kinsoen, circa 1830); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Portret van Joséphine Victoire Meslier-Duvey,http://groeningemuseum.be/collection/work/id/0000_GRO0080_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Franciscus Josephus Kinsoen (http://viaf.org/viaf/55046840), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040076001 kopie.jpg,http://groeningemuseum.be/collection/work/id/1995_GRO0018_I,1995.GRO0018.I,1790,Musea Brugge - Groeningemuseum,Public domain,"Duvivier, Jean-Bernard",Portret van de familie Villers,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Portret van de familie Villers (Jean-Bernard Duvivier, 1790); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Portret van de familie Villers,http://groeningemuseum.be/collection/work/id/1995_GRO0018_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Jean-Bernard Duvivier (http://viaf.org/viaf/49498868), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040077000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0175_I,0000.GRO0175.I,1897,Musea Brugge - Groeningemuseum,Public domain,"Hove, Edmond van",Historia - Tempus - Legenda,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Historia - Tempus - Legenda (Edmond van Hove, 1897); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Historia - Tempus - Legenda,http://groeningemuseum.be/collection/work/id/0000_GRO0175_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Edmond van Hove (http://viaf.org/viaf/95756566), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040078000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0019_I,0000.GRO0019.I,1875,Musea Brugge - Groeningemuseum,Public domain,"Bossuet, François Antoine",Stadsgezicht in Spanje,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Stadsgezicht in Spanje (François Antoine Bossuet, 1875); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Stadsgezicht in Spanje,http://groeningemuseum.be/collection/work/id/0000_GRO0019_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), François Antoine Bossuet (http://viaf.org/viaf/35404015), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040079001 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0256_I,0000.GRO0256.I,1850,Musea Brugge - Groeningemuseum,Public domain,"Fourmois, Théodore","Berglandschap in Voreppe, Dauphiné",Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Berglandschap in Voreppe, Dauphiné (Théodore Fourmois, 1850); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,"Berglandschap in Voreppe, Dauphiné",http://groeningemuseum.be/collection/work/id/0000_GRO0256_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Théodore Fourmois (http://viaf.org/viaf/32270537), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040080000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0058_I,0000.GRO0058.I,1850,Musea Brugge - Groeningemuseum,Public domain,"Fourmois, Théodore","Berglandschap in Voreppe, Dauphiné",Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Berglandschap in Voreppe, Dauphiné (Théodore Fourmois, 1850); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,"Berglandschap in Voreppe, Dauphiné",http://groeningemuseum.be/collection/work/id/0000_GRO0058_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Théodore Fourmois (http://viaf.org/viaf/32270537), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040081000 kopie.jpg,http://groeningemuseum.be/collection/work/id/1976_GRO0810_I,1976.GRO0810.I,circa 1893,Musea Brugge - Groeningemuseum,Public domain,"Hove, Edmond van",Madonna inspireert de Kunsten,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Madonna inspireert de Kunsten (Edmond van Hove, circa 1893); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Madonna inspireert de Kunsten,http://groeningemuseum.be/collection/work/id/1976_GRO0810_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Edmond van Hove (http://viaf.org/viaf/95756566), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040082000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO1385_I,0000.GRO1385.I,circa 1792 - circa 1875,Musea Brugge - Groeningemuseum,Public domain,"Braekeleer, Ferdinand I De",De zangers,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"De zangers (Ferdinand I De Braekeleer, circa 1792 - circa 1875); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,De zangers,http://groeningemuseum.be/collection/work/id/0000_GRO1385_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Ferdinand I De Braekeleer (http://viaf.org/viaf/95948220), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040083000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0197_I,0000.GRO0197.I,circa 1854,Musea Brugge - Groeningemuseum,Public domain,"Willems, Florent",Vrouw met spiegel,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Vrouw met spiegel (Florent Willems, circa 1854); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Vrouw met spiegel,http://groeningemuseum.be/collection/work/id/0000_GRO0197_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Florent Willems (http://viaf.org/viaf/22922611), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040084000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0044_I,0000.GRO0044.I,1878,Musea Brugge - Groeningemuseum,Public domain,"Jans, Edouard De",De thuiskomst van de verloren zoon,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"De thuiskomst van de verloren zoon (Edouard De Jans, 1878); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,De thuiskomst van de verloren zoon,http://groeningemuseum.be/collection/work/id/0000_GRO0044_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Edouard De Jans (http://viaf.org/viaf/96319431), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040085000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0043_I,0000.GRO0043.I,1881,Musea Brugge - Groeningemuseum,Public domain,"Jans, Edouard De",Het vertrek van de verloren zoon,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Het vertrek van de verloren zoon (Edouard De Jans, 1881); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Het vertrek van de verloren zoon,http://groeningemuseum.be/collection/work/id/0000_GRO0043_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Edouard De Jans (http://viaf.org/viaf/96319431), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040087000 kopie.jpg,http://groeningemuseum.be/collection/work/id/1974_GRO0035_I,1974.GRO0035.I,circa 1500,Musea Brugge - Groeningemuseum,Public domain,"Anonieme meester, Brussel, eind 15de of begin 16de eeuw",Lucas tekent de Madonna,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Lucas tekent de Madonna (Anonieme meester, Brussel, eind 15de of begin 16de eeuw, circa 1500); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Lucas tekent de Madonna,http://groeningemuseum.be/collection/work/id/1974_GRO0035_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Anonieme meester, Brussel, eind 15de of begin 16de eeuw, Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040088000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0204_I,0000.GRO0204.I,circa 1475,Musea Brugge - Groeningemuseum,Public domain,"Goes, Hugo van der",Dood van Maria,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Dood van Maria (Hugo van der Goes, circa 1475); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Dood van Maria,http://groeningemuseum.be/collection/work/id/0000_GRO0204_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Hugo van der Goes (http://viaf.org/viaf/95726381), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040089001 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO1614_I,0000.GRO1614.I,circa 1457 - circa 1460,Musea Brugge - Groeningemuseum,Public domain,"Christus, Petrus",Isabella van Portugal met de heilige Elisabeth,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Isabella van Portugal met de heilige Elisabeth (Petrus Christus, circa 1457 - circa 1460); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Isabella van Portugal met de heilige Elisabeth,http://groeningemuseum.be/collection/work/id/0000_GRO1614_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Petrus Christus (http://viaf.org/viaf/79406516), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040090000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0161_I,0000.GRO0161.I,1436,Musea Brugge - Groeningemuseum,Public domain,"Eyck, Jan van",Madonna met kanunnik Joris van der Paele,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Madonna met kanunnik Joris van der Paele (Jan van Eyck, 1436); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Madonna met kanunnik Joris van der Paele,http://groeningemuseum.be/collection/work/id/0000_GRO0161_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Jan van Eyck (http://viaf.org/viaf/54156267), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040091001 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO1365_I,0000.GRO1365.I,circa 1481 - circa 1500,Musea Brugge - Groeningemuseum,Public domain,Anonieme meester,Madonna,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Madonna (Anonieme meester, circa 1481 - circa 1500); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Madonna,http://groeningemuseum.be/collection/work/id/0000_GRO1365_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Anonieme meester, Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040092000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0201_I-0202_I,0000.GRO0201.I-0202.I,circa 1476 - circa 1500,Musea Brugge - Groeningemuseum,Public domain,"Anonieme meester, laatste kwart 15de eeuw",Mater Dolorosa en Man van Smarten,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Mater Dolorosa en Man van Smarten (Anonieme meester, laatste kwart 15de eeuw, circa 1476 - circa 1500); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Mater Dolorosa en Man van Smarten,http://groeningemuseum.be/collection/work/id/0000_GRO0201_I-0202_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Anonieme meester, laatste kwart 15de eeuw, Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040093000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO1366_I,0000.GRO1366.I,circa 1440 - 1440,Musea Brugge - Groeningemuseum,Public domain,Meester van de Madonna van Wolfhard Strauß,Kruisiging,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Kruisiging (Meester van de Madonna van Wolfhard Strauß, circa 1440 - 1440); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Kruisiging,http://groeningemuseum.be/collection/work/id/0000_GRO1366_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Meester van de Madonna van Wolfhard Strauß, Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040096000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0236_I,0000.GRO0236.I,circa 1664 - circa 1730,Musea Brugge - Groeningemuseum,Public domain,"Verbruggen, Gaspar Peeter (II)",Bloemstuk,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Bloemstuk (Gaspar Peeter (II) Verbruggen, circa 1664 - circa 1730); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Bloemstuk,http://groeningemuseum.be/collection/work/id/0000_GRO0236_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Gaspar Peeter (II) Verbruggen (http://viaf.org/viaf/95694092), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040097001 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0188_I,0000.GRO0188.I,1666,Musea Brugge - Groeningemuseum,Public domain,"Oost, Jacob I van",Het schildersatelier,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Het schildersatelier (Jacob I van Oost, 1666); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Het schildersatelier,http://groeningemuseum.be/collection/work/id/0000_GRO0188_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Jacob I van Oost (http://viaf.org/viaf/121625620), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040099000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0184_I,0000.GRO0184.I,1668,Musea Brugge - Groeningemuseum,Public domain,"Oost, Jacob I van",Portret van een theoloog met zijn secretaris,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Portret van een theoloog met zijn secretaris (Jacob I van Oost, 1668); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Portret van een theoloog met zijn secretaris,http://groeningemuseum.be/collection/work/id/0000_GRO0184_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Jacob I van Oost (http://viaf.org/viaf/121625620), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
